"Skill","Case","Board","Visual / 40","Interaction / 40","Usability / 20","Total / 100","Pass","Score basis","Final version verified","Notes"
"game-ui-ux","写实古风","choice","36","38","19","93","true","pre-acceptance-snapshot","false","已评审快照：选项较扁、字重较重，原材质主体仍可辨识。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","写实古风","route","35","36","20","91","true","pre-acceptance-snapshot","false","已评审快照：透明节点完整，但框体亮边、状态符号及选中效果与原图不同。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","写实古风","character","35","34","19","88","true","pre-acceptance-snapshot","false","已评审快照：肖像比例和纸页文字层级改变，原书脊及材质细节简化。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。 / 最终接收版：c04/c05 展开页改用 detail-skin.png；旧快照的重复纹理问题不能直接标为最终版缺陷。"
"game-ui-ux","写实古风","ending","35","36","20","91","true","pre-acceptance-snapshot","false","已评审快照：推荐条使用简化平框与小圆点，缺少原状态印记和部分纸框细节。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","半写实真人","menu","39","40","20","99","true","pre-acceptance-snapshot","false","已评审快照：铅笔纸片菜单接近原图，手机标题完整。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","半写实真人","choice","39","38","19","96","true","pre-acceptance-snapshot","false","已评审快照：题签和底部选项接近原图，边缘状态与排布略有差异。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","半写实真人","route","36","36","20","92","true","pre-acceptance-snapshot","false","已评审快照：五个证据节点完整，编号、框体和连线比例有所改变。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","半写实真人","character","36","34","19","89","true","pre-acceptance-snapshot","false","已评审快照：四角色和右展正文齐全，肖像、金属夹和卡片层级有细小偏差。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。 / 最终接收版：c04/c05 展开页改用 detail-skin.png；旧快照的重复纹理问题不能直接标为最终版缺陷。"
"game-ui-ux","半写实真人","ending","38","38","20","96","true","pre-acceptance-snapshot","false","已评审快照：横幅和推荐框基本完整，部分材质线条与对齐略有差异。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","国漫3D","menu","39","40","20","99","true","pre-acceptance-snapshot","false","已评审快照：三个青瓷菜单按钮完整可见，主体接近原图。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","国漫3D","choice","39","34","19","92","true","pre-acceptance-snapshot","false","已评审快照：青瓷问题条和选项接近，但悬停增加整个组件的阴影，超出 Board 只改变上缘窄槽的要求。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","国漫3D","route","37","37","20","94","true","pre-acceptance-snapshot","false","已评审快照：路线节点和分支完整，首图、状态和连线细节有所不同。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","国漫3D","character","30","34","18","82","true","pre-acceptance-snapshot","false","已评审快照：展开纸页出现明显横向重复纹理和深色短条，与原青瓷装饰框及干净纸面不同，影响正文观感。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。 / 最终接收版：c04/c05 展开页改用 detail-skin.png；旧快照的重复纹理问题不能直接标为最终版缺陷。"
"game-ui-ux","国漫3D","ending","39","38","20","97","true","pre-acceptance-snapshot","false","已评审快照：完成提示、其它结局和推荐卡接近原图，悬停阴影略有差异。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","复古港风","menu","39","40","20","99","true","pre-acceptance-snapshot","false","已评审快照：磁带按钮及菜单主体接近原图，手机标题完整。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","复古港风","choice","38","38","19","95","true","pre-acceptance-snapshot","false","已评审快照：题签及斜角纸片接近，选项垂直位置和边缘状态略有差异。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","复古港风","route","34","36","20","90","true","pre-acceptance-snapshot","false","已评审快照：部分节点标签字形偏重、底部纹理不够干净，首图与选中线条细节不同。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","复古港风","character","37","34","19","90","true","pre-acceptance-snapshot","false","已评审快照：角色卡和右展正文完整，纸框、正文比例及细节略有差异。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。 / 最终接收版：c04/c05 展开页改用 detail-skin.png；旧快照的重复纹理问题不能直接标为最终版缺陷。"
"game-ui-ux","复古港风","ending","39","38","20","97","true","pre-acceptance-snapshot","false","已评审快照：完成横幅和推荐卡接近原图，局部位置和悬停效果略有不同。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","现代都市","menu","38","40","20","98","true","pre-acceptance-snapshot","false","已评审快照：票签按钮主体接近，但高度和间距较原图略有变化。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","现代都市","choice","39","37","19","95","true","pre-acceptance-snapshot","false","已评审快照：问题条和折角纸片较完整，状态边缘及底部间距略有不同。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","现代都市","route","36","32","20","88","true","pre-acceptance-snapshot","false","已评审快照：节点和分支齐全，但选中边框增加发光效果，与 Board 明确不发光的要求不符。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","现代都市","character","35","34","19","88","true","pre-acceptance-snapshot","false","已评审快照：角色卡和右展页简化为较平直框体，肖像和名字层级有所变化。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。 / 最终接收版：c04/c05 展开页改用 detail-skin.png；旧快照的重复纹理问题不能直接标为最终版缺陷。"
"game-ui-ux","现代都市","ending","36","36","20","92","true","pre-acceptance-snapshot","false","已评审快照：完成提示和推荐条齐全，纸面、铝框及状态标记细节简化。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
